番組	回	タイトル	再生	配信日	再生時間(分)	再生回数
heldio	884	#884. 『英語史新聞』第7号発行！	<a href='https://voicy.jp/channel/1950/647829'>play link</a>	2023/11/01	16	664
helwa	48	【英語史の輪 #48】セミコロンに注目；	<a href='https://voicy.jp/channel/1950/647846'>play link</a>	2023/10/31	22	137
heldio	883	#883. 著者と語る『World Englishes 入門』（昭和堂，2023年） --- 今村洋美先生とのアメリカ・カナダ英語をめぐる対談	<a href='https://voicy.jp/channel/1950/647312'>play link</a>	2023/10/31	25	993
heldio	882	#882. ゼミ合宿収録シリーズ (8) --- シンガポールの英語事情	<a href='https://voicy.jp/channel/1950/626999'>play link</a>	2023/10/30	14	668
heldio	881	#881. コメント返し 2023/10/28(Sat)	<a href='https://voicy.jp/channel/1950/646035'>play link</a>	2023/10/29	36	962
helwa	47	【英語史の輪 #47】最後にダメ押し，Taku さんとの実況中継第3弾 --- 英語史の古典的名著 Baugh and Cable を読む (21) Italic	<a href='https://voicy.jp/channel/1950/644718'>play link</a>	2023/10/28	32	177
heldio	880	#880. 古英語の人名と父称 --- 小河舜さんとの対談	<a href='https://voicy.jp/channel/1950/642994'>play link</a>	2023/10/28	26	1408
heldio	879	#879. 英語史の古典的名著 Baugh and Cable を読む (21) Italic --- Taku さんとの実況中継（前半）	<a href='https://voicy.jp/channel/1950/644477'>play link</a>	2023/10/27	7	753
helwa	46	【英語史の輪 #46】英語史の古典的名著 Baugh and Cable を読む (21) Italic --- Taku さんとの実況中継（後半）	<a href='https://voicy.jp/channel/1950/644565'>play link</a>	2023/10/26	0	97
heldio	878	#878. 『英語語源辞典』を読むシリーズ (2) --- 藤原くんと foot を語る	<a href='https://voicy.jp/channel/1950/642670'>play link</a>	2023/10/26	39	1731
heldio	877	#877. 英語史の古典的名著 Baugh and Cable を読む (20) Albanian --- 小河舜さんとの実況中継	<a href='https://voicy.jp/channel/1950/642923'>play link</a>	2023/10/25	57	648
helwa	45	【英語史の輪 #45】リズムかロジックか --- 小河舜さんとの生対談	<a href='https://voicy.jp/channel/1950/642879'>play link</a>	2023/10/24	41	48
heldio	876	#876. ゼミ合宿収録シリーズ (7) --- 情報構造入門	<a href='https://voicy.jp/channel/1950/626978'>play link</a>	2023/10/24	18	928
heldio	23	有料 【有料 #23】英語史の古典的名著 Baugh and Cable を読む (19) Hellenic	<a href='https://voicy.jp/channel/1950/641193'>play link</a>	2023/10/23	29	77
heldio	875	#875. 『英語語源辞典』を読むシリーズ (1) --- 藤原くんと foot を語る	<a href='https://voicy.jp/channel/1950/638194'>play link</a>	2023/10/23	19	1387
heldio	874	#874. コメント返し 2023/10/22(Sun)	<a href='https://voicy.jp/channel/1950/640676'>play link</a>	2023/10/22	30	838
helwa	44	【英語史の輪 #44】茶色のもの	<a href='https://voicy.jp/channel/1950/640646'>play link</a>	2023/10/21	24	171
heldio	22	有料 【有料 #22】英語史の古典的名著 Baugh and Cable を読む (18) Armenian	<a href='https://voicy.jp/channel/1950/640507'>play link</a>	2023/10/21	28	91
heldio	873	#873. スペリングの規則と反則 --- 「変なアルファベット表」企画に寄せて	<a href='https://voicy.jp/channel/1950/639675'>play link</a>	2023/10/21	26	950
heldio	872	#872. 変なアルファベット表を作ろうと思っています --- khelf 企画	<a href='https://voicy.jp/channel/1950/637374'>play link</a>	2023/10/20	17	1928
helwa	43	【英語史の輪 #43】変なアルファベット表企画への反響	<a href='https://voicy.jp/channel/1950/638719'>play link</a>	2023/10/19	18	100
heldio	871	#871. khelf 藤原くんによる英語史本の紹介 --- 大阪大学総合図書館の paste+ より	<a href='https://voicy.jp/channel/1950/638186'>play link</a>	2023/10/19	16	732
heldio	21	有料 【有料 #21】英語史の古典的名著 Baugh and Cable を読む (17) Iranian	<a href='https://voicy.jp/channel/1950/637692'>play link</a>	2023/10/18	31	98
heldio	870	#870. ゼミ合宿収録シリーズ (6) --- 川島さんの司会による most unhappy or unhappiest?	<a href='https://voicy.jp/channel/1950/617739'>play link</a>	2023/10/18	13	570
helwa	42	【英語史の輪 #42】変なアルファベット表を作る企画	<a href='https://voicy.jp/channel/1950/636802'>play link</a>	2023/10/17	28	197
heldio	869	#869. 著者と語る『World Englishes 入門』（昭和堂，2023年） --- 和田忍さんとの対談	<a href='https://voicy.jp/channel/1950/635662'>play link</a>	2023/10/17	16	944
heldio	868	#868. 千葉慶友会での「素朴な疑問」コーナー --- 2023年10月14日の生放送	<a href='https://voicy.jp/channel/1950/635213'>play link</a>	2023/10/16	57	779
helwa	41	【英語史の輪 #41】和田忍さん（駿河台大学）	<a href='https://voicy.jp/channel/1950/635914'>play link</a>	2023/10/15	48	68
heldio	867	#867. コメント返し 2023/10/15(Sun)	<a href='https://voicy.jp/channel/1950/635409'>play link</a>	2023/10/15	37	1062
heldio	866	#866. 「湯」は1語で hot water は2語 --- これは何を意味する？	<a href='https://voicy.jp/channel/1950/633811'>play link</a>	2023/10/14	16	1688
heldio	865	#865. 世界英語のお薦め本の紹介 --- 大石晴美（編）『World Englishes 入門』（昭和堂，2023年）	<a href='https://voicy.jp/channel/1950/633735'>play link</a>	2023/10/13	15	936
helwa	40	【英語史の輪 #40】linguistics 「言語学」も -ics です	<a href='https://voicy.jp/channel/1950/633697'>play link</a>	2023/10/12	27	184
heldio	864	#864. 「湯」と hot water --- 一昨日のEテレ「漢字ふむふむ」より	<a href='https://voicy.jp/channel/1950/633140'>play link</a>	2023/10/12	18	1205
heldio	863	#863. ゼミ合宿収録シリーズ (5) --- 小林くんの司会による「ディズニーランドと political correctness」	<a href='https://voicy.jp/channel/1950/617729'>play link</a>	2023/10/11	15	770
helwa	39	【英語史の輪 #39】第2回オフ会 --- 学ぶ場としての helwa について語る	<a href='https://voicy.jp/channel/1950/630253'>play link</a>	2023/10/10	35	155
heldio	862	#862. なぜ headquarters 「本部」には -s がつくの？	<a href='https://voicy.jp/channel/1950/631131'>play link</a>	2023/10/10	16	1003
heldio	20	有料 【有料 #20】英語史の古典的名著 Baugh and Cable を読む (16) Indian	<a href='https://voicy.jp/channel/1950/631165'>play link</a>	2023/10/09	33	153
heldio	861	#861. コーパス，辞書，方言地図 --- 私の研究道具とそのいじり方	<a href='https://voicy.jp/channel/1950/630661'>play link</a>	2023/10/09	15	934
heldio	860	#860. コメント返し 2023/10/08(Sun)	<a href='https://voicy.jp/channel/1950/630039'>play link</a>	2023/10/08	26	928
helwa	38	【英語史の輪 #38】よい質問とは何か？	<a href='https://voicy.jp/channel/1950/630016'>play link</a>	2023/10/07	20	161
heldio	859	#859. 10月5日の「英語に関する素朴な疑問　千本ノック」生放送	<a href='https://voicy.jp/channel/1950/628407'>play link</a>	2023/10/07	2	744
heldio	858	#858. ゼミ合宿収録シリーズ (4) --- 寺澤さんの司会による linguistics の -s って何？	<a href='https://voicy.jp/channel/1950/617718'>play link</a>	2023/10/06	11	577
helwa	37	【英語史の輪 #37】コメント返し，書字方向論続き，素朴な疑問，みんなのhel活	<a href='https://voicy.jp/channel/1950/628573'>play link</a>	2023/10/05	26	241
heldio	857	#857. 名前と名前レンマ	<a href='https://voicy.jp/channel/1950/627524'>play link</a>	2023/10/05	15	928
heldio	856	#856. monster と muster は2重語	<a href='https://voicy.jp/channel/1950/626045'>play link</a>	2023/10/04	21	1169
helwa	36	【英語史の輪 #36】ハドリアヌスの長城と英語史	<a href='https://voicy.jp/channel/1950/625999'>play link</a>	2023/10/03	27	205
heldio	855	#855. 英語史モンスター	<a href='https://voicy.jp/channel/1950/625890'>play link</a>	2023/10/03	21	907
heldio	19	有料 【有料 #19】英語史の古典的名著 Baugh and Cable を読む (15) The Indo-European Family	<a href='https://voicy.jp/channel/1950/626272'>play link</a>	2023/10/02	27	142
heldio	854	#854. ゼミ合宿収録シリーズ (3) --- 藤原くんの司会による「ゼミ生に英語史ゼミを選んだ理由を聞いてみた」	<a href='https://voicy.jp/channel/1950/617702'>play link</a>	2023/10/02	15	617
heldio	853	#853. コメント返し 2023/10/01(Sun)	<a href='https://voicy.jp/channel/1950/624899'>play link</a>	2023/10/01	23	836
heldio	852	#852. 5000フォロワー突破記念 --- 実はこの回路が知られていない！英語の素朴な疑問といえば英語史なんです！	<a href='https://voicy.jp/channel/1950/623981'>play link</a>	2023/09/30	23	1061
helwa	35	【英語史の輪 #35】月末の helwa としてのコメント返し 2023/09/29(Fri)	<a href='https://voicy.jp/channel/1950/624144'>play link</a>	2023/09/29	28	240
heldio	851	#851. 言語のアイコン性，再び	<a href='https://voicy.jp/channel/1950/623072'>play link</a>	2023/09/29	19	837
heldio	18	有料 【有料 #18】英語史の古典的名著 Baugh and Cable を読む (14) Grimm's Law	<a href='https://voicy.jp/channel/1950/623102'>play link</a>	2023/09/28	29	71
heldio	850	#850. ゼミ合宿収録シリーズ (2) --- K さんの司会による「ゼミ生に英語史ゼミを選んだ理由をきいてみた」	<a href='https://voicy.jp/channel/1950/617693'>play link</a>	2023/09/28	15	539
heldio	849	#849. 言語における恣意性とアイコン性	<a href='https://voicy.jp/channel/1950/621528'>play link</a>	2023/09/27	13	982
helwa	34	【英語史の輪 #34】中英語は標準綴字がないから辞書が引きにくい	<a href='https://voicy.jp/channel/1950/621482'>play link</a>	2023/09/26	32	217
heldio	848	#848. 中英語の標準なき綴字 --- 10月7日（土）の朝カルのシリーズ講座第3回に向けて	<a href='https://voicy.jp/channel/1950/620563'>play link</a>	2023/09/26	19	814
heldio	17	有料 【有料 #17】英語史の古典的名著 Baugh and Cable を読む (13) The Discovery of Sanskrit	<a href='https://voicy.jp/channel/1950/620599'>play link</a>	2023/09/25	24	109
heldio	847	#847. ゼミ合宿収録シリーズ (1) --- khelf 会長の青木くんと学部生3名による emoji と CMC	<a href='https://voicy.jp/channel/1950/617684'>play link</a>	2023/09/25	13	502
heldio	846	#846. コメント返し 2023/09/24(Sun)	<a href='https://voicy.jp/channel/1950/619380'>play link</a>	2023/09/24	27	849
heldio	845	#845. ゼミ合宿最終日の朝，大学院生4人と雑談	<a href='https://voicy.jp/channel/1950/617625'>play link</a>	2023/09/23	18	710
helwa	33	【英語史の輪 #33】ゼミ合宿を終えて	<a href='https://voicy.jp/channel/1950/618689'>play link</a>	2023/09/22	34	174
heldio	844	#844. 他動性とは何か？ --- 秋元実治先生との対談	<a href='https://voicy.jp/channel/1950/611993'>play link</a>	2023/09/22	35	1334
heldio	843	#843. data は単数形か複数形か？ --- 疋田くんとの対談，『英語史新聞』第6号の記事より	<a href='https://voicy.jp/channel/1950/599341'>play link</a>	2023/09/21	20	1211
heldio	842	#842. 『英語語源辞典』（研究社，1997年）ってスゴい --- 研究社会議室での対談 (3)	<a href='https://voicy.jp/channel/1950/602184'>play link</a>	2023/09/20	29	1182
helwa	32	【英語史の輪 #32】ゼミ合宿でのお悩み相談	<a href='https://voicy.jp/channel/1950/616456'>play link</a>	2023/09/20	41	122
heldio	841	#841. delicious の歴史的類義語がたいへんなことになっていた	<a href='https://voicy.jp/channel/1950/614995'>play link</a>	2023/09/19	18	1143
heldio	840	#840. delicious, delectable, delightful	<a href='https://voicy.jp/channel/1950/614967'>play link</a>	2023/09/18	13	915
heldio	839	#839. コメント返し 2023/09/17(Sun)	<a href='https://voicy.jp/channel/1950/614483'>play link</a>	2023/09/17	28	1027
heldio	838	#838. buffalo 構文再訪 --- khelf の K さんとの対談，『英語史新聞』第6号の記事より	<a href='https://voicy.jp/channel/1950/599331'>play link</a>	2023/09/16	18	896
helwa	31	【英語史の輪 #31】語順のフシギ	<a href='https://voicy.jp/channel/1950/613806'>play link</a>	2023/09/15	29	194
heldio	837	#837. 18世紀の英語の文法変化 --- 秋元実治先生との対談	<a href='https://voicy.jp/channel/1950/611962'>play link</a>	2023/09/15	33	1202
heldio	16	有料 【有料 #16】英語史の古典的名著 Baugh and Cable を読む (12) Dialectal Differentiation	<a href='https://voicy.jp/channel/1950/612967'>play link</a>	2023/09/14	21	94
heldio	836	#836. ゼロから学ぶはじめての古英語 --- Part 3 with 小河舜さん and まさにゃん	<a href='https://voicy.jp/channel/1950/596809'>play link</a>	2023/09/14	25	1646
heldio	835	#835. 先生，elephant の ph は何ですか？ --- 寺澤志帆さんとの対談，『英語史新聞』第6号の記事より	<a href='https://voicy.jp/channel/1950/599313'>play link</a>	2023/09/13	16	942
helwa	30	【英語史の輪 #30】類義語辞典を使っていますか？	<a href='https://voicy.jp/channel/1950/611215'>play link</a>	2023/09/12	25	162
heldio	834	#834. 『英語語源辞典』（研究社，1997年）ってスゴい --- 研究社会議室での対談 (2)	<a href='https://voicy.jp/channel/1950/602168'>play link</a>	2023/09/12	24	1315
heldio	15	有料 【有料 #15】英語史の古典的名著 Baugh and Cable を読む (11) Language Constantly Changing	<a href='https://voicy.jp/channel/1950/610017'>play link</a>	2023/09/11	25	113
heldio	833	#833. 学び続けるコミュニティでありたい	<a href='https://voicy.jp/channel/1950/609942'>play link</a>	2023/09/11	33	1160
heldio	832	#832. 日曜日のコメント返し 2023/09/10(Sun)	<a href='https://voicy.jp/channel/1950/609441'>play link</a>	2023/09/10	26	878
heldio	831	#831. 『近代英語における文法的・構文的変化』 --- 川端朋広先生との対談 (2)	<a href='https://voicy.jp/channel/1950/597387'>play link</a>	2023/09/09	36	1025
helwa	29	【英語史の輪 #29】Taku さんとの英語類義語談義	<a href='https://voicy.jp/channel/1950/608863'>play link</a>	2023/09/08	4	108
heldio	830	#830. 爆笑！今時のネットの実況中継 Part 2 with 多々良直弘さん他	<a href='https://voicy.jp/channel/1950/596903'>play link</a>	2023/09/08	28	851
heldio	14	有料 【有料 #14】英語史ネタの下調べに使っている特選レファレンス5点	<a href='https://voicy.jp/channel/1950/608107'>play link</a>	2023/09/07	27	86
heldio	829	#829. ゼロから学ぶはじめての古英語 --- Part 2 with 小河舜さん and まさにゃん	<a href='https://voicy.jp/channel/1950/596777'>play link</a>	2023/09/07	28	1795
